caseID,cgIn,iyKgm2,clDeltaE,actuatorTau_s,isStable,fastModeWn,fastModeZeta,phaseMargin_deg,gainMargin_dB,gainCrossover_radps,innerNonPhugoidFrequency,bandwidthSeparationRatio,overshoot_pct,riseTime_s,settlingTime_s,peakPitchRate_degps,peakActuator_deg,peakActuatorRate_degps,peakUnsaturatedDemand_deg,peakSpeedPerturbationFraction,peakAlphaPerturbation_deg,finalAttitudeError_deg,maximumAttitudeDifferenceFromIdeal_deg
83,47.3,1828.6803192735,0.3,0.035,1,6.09475035491313,0.839160405756719,55.3100755563852,25.5160089913299,1.35828164759016,5.50666876159206,4.05414353596096,0,2.76,13.05,0.376110229385013,0.294779378235209,0.190502914596406,0.294826242464597,0.066972965469152,0.577106722318658,0.00309223662665983,0.00717593753477574
84,47.3,1828.6803192735,0.3,0.05,1,6.39581950734486,0.837473119134416,54.4669597224924,23.0131718840286,1.35721612562805,4.83104612388305,3.55952602732854,0,2.74,13.09,0.378711406641516,0.294780074515183,0.183802605560796,0.294847023249566,0.0669731285679387,0.577108103005197,0.00309039668164612,0.00911078373017475
85,47.3,1828.6803192735,0.427,0.02,1,5.88690377048048,0.837752018016447,56.1840864670968,29.8072510924686,1.35152546662281,5.75147693263562,4.25554462322298,0,2.77,13.3,0.372600797059512,0.297706716846829,0.199748770895143,0.297733657750101,0.0668185807987734,0.582838675109649,0.00311304235614648,0.00554505494804638
86,47.3,1828.6803192735,0.427,0.035,1,6.0901860097691,0.839822778330293,55.3443789209324,25.5583900016793,1.35067828631697,5.44603283729892,4.03207254641604,0,2.76,13.34,0.375134833685278,0.297707429165284,0.190590826201729,0.297754575623803,0.066818745621968,0.582840087429038,0.0031111858281232,0.0071687506013898
87,47.3,1828.6803192735,0.427,0.05,1,6.39114866260444,0.83830059856493,54.5029673056714,23.0572721449844,1.34960761194542,4.80498389860214,3.56028215614158,0,2.74,13.4,0.377716614591141,0.29770814150494,0.183893393849385,0.297775493413957,0.0668189104502897,0.582841499791085,0.00310932923922112,0.00910424285820741
88,47.3,1828.6803192735,0.5,0.02,1,5.88447925713613,0.838078796294052,56.2033529913903,29.8306453987152,1.34713781785573,5.74591075903245,4.26527314642415,0,2.77,13.47,0.372040869300828,0.299416071010272,0.1997790876274,0.299443105066639,0.0667284979895974,0.586185740563672,0.00312400150365874,0.00553771889827123
89,47.3,1828.6803192735,0.5,0.035,1,6.0875706078457,0.840203496577865,55.3646306486029,25.5828373172975,1.34628631357838,5.41318606872641,4.02082826968534,0,2.75,13.53,0.374564353403383,0.299416792805422,0.19064136813603,0.29946410227773,0.0667286638218414,0.586187171573848,0.00312213528180831,0.00716452137560506
90,47.3,1828.6803192735,0.5,0.05,1,6.38847248885216,0.838776008082888,54.5242157107584,23.0827124216801,1.34521287319871,4.7900915938884,3.56084281478686,0,2.74,13.59,0.377139927133347,0.299417514622259,0.183945590022907,0.299485099402222,0.0667288296592932,0.586188602627654,0.00312026899845867,0.00910053307937895
91,47.3,2300,0.3,0.02,1,5.14792447690744,0.775146516228927,54.4551445629551,29.3445496585577,1.3606668757685,5.082078737656,3.73499114894352,0,2.74,13.13,0.380297225009895,0.294778605026333,0.203680005222821,0.294805384711844,0.0669727950180956,0.577105274746131,0.00309408343613053,0.0056646459358743
92,47.3,2300,0.3,0.035,1,5.2561697293521,0.772150061311179,53.6177936376906,25.0080783841341,1.36002373342001,5.26576614769728,3.87181930601727,0,2.71,13.19,0.383046215778292,0.294779301332633,0.19553178898769,0.294826165666894,0.0669729581168475,0.577106655436379,0.00309224354280342,0.00737388610892022
93,47.3,2300,0.3,0.05,1,5.38730953139874,0.765949365974677,52.7784972669351,22.4263622852569,1.35915158726718,5.57111111958423,4.09896230249487,0,2.69,13.25,0.385865041541601,0.29477999765939,0.189278557003482,0.294846946543503,0.0669731212206096,0.577108036167794,0.00309040358974668,0.00948203620611911
94,47.3,2300,0.427,0.02,1,5.14469302064827,0.775815894885862,54.4930618799149,29.3920859079603,1.35302154547061,5.07368913710066,3.74989530217417,0,2.74,13.44,0.379270756145884,0.297706642422474,0.203738395870338,0.297733583383947,0.0668185743267713,0.582838614123016,0.00311304907788105,0.00565194116652675
95,47.3,2300,0.427,0.035,1,5.25286039988223,0.772906493786387,53.657420624024,25.0570664839825,1.35236599541599,5.25675897213742,3.88708307511122,0,2.71,13.5,0.382001920372437,0.29770735478889,0.195604906482205,0.297754501349197,0.0668187391549955,0.582840026488959,0.00311119254176087,0.00736554574995862
96,47.3,2300,0.427,0.05,1,5.38408354372661,0.766824415791878,52.8198606646739,22.4767417449086,1.35148421380668,5.56134171245829,4.11498828890783,0,2.69,13.56,0.384801312202175,0.297708067176662,0.189368910166722,0.297775419231002,0.0668189039883847,0.582841438897864,0.00310933594478276,0.00947256880980673
97,47.3,2300,0.5,0.02,1,5.14284284796,0.776200631376277,54.5154027185226,29.4194961149444,1.34860552441458,5.06886175915224,3.75859483547095,0,2.74,13.62,0.378678381823503,0.299415998092116,0.20377196335386,0.299443032205627,0.066728492033348,0.586185683109291,0.0031240081039144,0.00564452443268524
98,47.3,2300,0.5,0.035,1,5.25096621349278,0.773341147674733,53.6807608341092,25.0853197899691,1.34794305809557,5.25157703935307,3.89599323785438,0,2.72,13.69,0.381397583337655,0.299416719936104,0.195646941328854,0.29946402950835,0.0667286578706946,0.586187114167365,0.00312214187395952,0.00736066073612009
99,47.3,2300,0.5,0.05,1,5.38223777630523,0.767327093667704,52.8442153512502,22.505802411168,1.34705595737947,5.55572153048002,4.12434353602353,0,2.69,13.75,0.384183781946341,0.299417441801826,0.189420855544854,0.299485026724465,0.0667288237132602,0.586188545269158,0.003120275582512,0.00946709035611908
100,47.3,2800,0.3,0.02,1,4.58359714079779,0.732799477069082,52.6294191651496,28.9466089021374,1.36120106188045,4.57525228722452,3.36118771528431,0,2.69,13.29,0.388509609785701,0.294778523394374,0.206931025738348,0.294805303143496,0.0669727872131295,0.577105203746483,0.003094090781715,0.00577796378125303
101,47.3,2800,0.3,0.035,1,4.64731089715664,0.727937959992842,51.7957388571885,24.5574812190713,1.36077056282428,4.69465547833084,3.44999782225379,0,2.66,13.36,0.39159616836019,0.294779219750136,0.199506859537025,0.294826084195652,0.0669729503171226,0.577106584484016,0.00309225087983338,0.00761704175190322
102,47.3,2800,0.3,0.05,1,4.71737163967629,0.720723788291788,50.9598905816415,21.9246240275914,1.36010922726876,4.86117982298824,3.57410987700597,0,2.64,13.43,0.394798269433265,0.294779916126487,0.193798766454353,0.294846865169443,0.0669731134261559,0.577107965262975,0.0030904109182291,0.00989788657587337
103,47.3,2800,0.427,0.02,1,4.58114848691069,0.733560927624491,52.6732111750894,29.0018484482683,1.35351734759204,4.56777866527318,3.3747470421413,0,2.69,13.61,0.38741033893989,0.297706563468937,0.206980196451945,0.297733504492152,0.0668185674609004,0.582838549424922,0.00311305620866377,0.0057650506825472
104,47.3,2800,0.427,0.035,1,4.6448868751019,0.728780019625918,51.8412901908114,24.6136241457272,1.35306957645274,4.68680268625879,3.46382977477471,0,2.66,13.67,0.390470348667425,0.297707275886357,0.199582526951714,0.297754422554646,0.0668187322944914,0.582839961840502,0.00311119966395371,0.00760726835654455
105,47.3,2800,0.427,0.05,1,4.71508504259377,0.721664373475463,51.0072346101448,21.9817117525574,1.35239378286559,4.85294871053672,3.58841394571766,0,2.64,13.73,0.393642613171398,0.297707988325021,0.193889491289304,0.297775340533525,0.0668188971332218,0.58284137429882,0.0031093430583889,0.00988565069990107
106,47.3,2800,0.5,0.02,1,4.57974855523349,0.73399836704748,52.69895920914,29.0336902907506,1.34907955103652,4.56347818020339,3.38266055303945,0,2.69,13.79,0.386773913093734,0.299415920736522,0.207008462949441,0.299442954910654,0.0667284857146333,0.586185622158556,0.00312401510583715,0.00575750567260779
107,47.3,2800,0.5,0.035,1,4.64350168329664,0.72926365759666,51.8680652831448,24.6459980843182,1.34862209260504,4.68228446487461,3.4719025370778,0,2.67,13.84,0.389818733898798,0.299416642632247,0.199626027706086,0.299463952310512,0.0667286515573784,0.586187053267309,0.00312214886727132,0.00760147858408041
108,47.3,2800,0.5,0.05,1,4.71377929597543,0.722204482747071,51.0350556396591,22.0146395902152,1.34793823324169,4.84821296086318,3.59676195933962,0,2.64,13.9,0.392974258825552,0.299417364549948,0.193941649931817,0.299484949623947,0.0667288174053976,0.586188484420249,0.0031202825672186,0.00987842472384523
