caseID,sideForceScale,rollMomentScale,yawMomentScale,aileronEffectivenessScale,inertiaScale,IxzNormalized,riseTime_s,overshoot_pct,settlingTime_s,finalBankError_deg,peakRollRate_degps,peakAutomaticAileron_deg,peakAutomaticRudder_deg,peakSideslip_deg,peakYawRate_degps,peakAileronRate_degps
324,1,0.8,1.2,1.2,1.2,0.1,3.3,2.83412060838772,10.14,1.16319541761097e-06,3.53308470209245,0.523323985430564,0.13169439421245,0.259664850828278,1.7690808673669,1.22701557097981
325,1,1,0.8,0.8,0.8,-0.1,3.3,6.01996922215491,12.24,7.63221036033437e-07,3.1851768522334,0.776602960168326,0.103710701994056,0.312714712463797,1.81877993018773,1.25002454648154
326,1,1,0.8,0.8,0.8,0,3.32,6.0076078845164,12.26,8.18782835944289e-07,3.17187682772704,0.766244599374381,0.104883807423008,0.323455938998901,1.81913027395076,1.24755687814243
327,1,1,0.8,0.8,0.8,0.1,3.34,5.99521380730395,12.28,8.77582306937575e-07,3.15842871493829,0.756148065069584,0.107862296801864,0.335610237280778,1.8194508681554,1.24353230197661
328,1,1,0.8,0.8,1,-0.1,3.28,6.11949842950386,12.24,7.47757828005317e-07,3.22935888729912,0.793731584395612,0.104597565298597,0.312300874736724,1.82120452630298,1.26801406484856
329,1,1,0.8,0.8,1,0,3.3,6.10111699798968,12.28,8.16098888299957e-07,3.21849691396891,0.780125605743666,0.107786493853134,0.327878691878136,1.82181960484647,1.26601359105634
330,1,1,0.8,0.8,1,0.1,3.34,6.08302743684529,12.3,8.89525491731692e-07,3.20766154602065,0.766725246243924,0.111084613838384,0.3457595232791,1.82231256478639,1.26251184376599
331,1,1,0.8,0.8,1.2,-0.1,3.26,6.22668476898494,12.26,7.27776258795338e-07,3.26689532449879,0.811803970674439,0.106878865109865,0.309308758869311,1.82389427763886,1.28179682029897
332,1,1,0.8,0.8,1.2,0,3.28,6.19708757196294,12.28,8.08040316903533e-07,3.26073435066311,0.795387221050236,0.111655518419704,0.330209135751113,1.82528034751431,1.28012592197304
333,1,1,0.8,0.8,1.2,0.1,3.32,6.16805023671074,12.32,8.95649396916753e-07,3.25486247413492,0.779096935875747,0.116774952948435,0.354240528912827,1.82646022841655,1.2770353112931
334,1,1,0.8,1,0.8,-0.1,3.3,4.31797035173282,11.42,2.08173792233337e-08,3.35396365862707,0.655200279745049,0.116573850150812,0.337105960866147,1.79149784768933,1.22379474878763
335,1,1,0.8,1,0.8,0,3.3,4.32010670546838,11.46,1.64488094447539e-08,3.34085219487672,0.645253310430942,0.118209702141414,0.348783659369682,1.79195369588354,1.22172008612112
336,1,1,0.8,1,0.8,0.1,3.34,4.3220716615244,11.48,1.27816569317413e-08,3.32774338308804,0.635571297243112,0.121958999907986,0.362107674837175,1.79237991008979,1.21809886130819
337,1,1,0.8,1,1,-0.1,3.26,4.38177869204181,11.44,2.86564255550886e-08,3.40105791155484,0.672021634730083,0.116357221526095,0.337011591838548,1.79346022691476,1.24103199163547
338,1,1,0.8,1,1,0,3.28,4.38269552780306,11.46,2.39767689036695e-08,3.39136862312812,0.659206834294856,0.118468542837373,0.353963573707193,1.79412606386681,1.23936362018685
339,1,1,0.8,1,1,0.1,3.32,4.38413076856612,11.5,2.04087288356406e-08,3.38159864391204,0.646582677010011,0.12340070967194,0.373511989253433,1.79466794688242,1.23625005852502
340,1,1,0.8,1,1.2,-0.1,3.24,4.44787956551501,11.44,3.63621446248738e-08,3.44040514663783,0.689421074594115,0.115653865035708,0.334000855873189,1.79603329484197,1.25735650949718
341,1,1,0.8,1,1.2,0,3.3,4.44280099591886,11.48,3.16272131136455e-08,3.43633392122521,0.674224811967555,0.118187505589985,0.35672270369844,1.79737563400717,1.25528293030894
342,1,1,0.8,1,1.2,0.1,3.32,4.44036247117364,11.52,2.85129555042398e-08,3.43212192592088,0.659202867525005,0.124250569333761,0.382946638151816,1.79848620438504,1.25145283053809
343,1,1,0.8,1.2,0.8,-0.1,3.3,3.25924172720111,10.7,4.87371162746318e-07,3.47769060520899,0.568491187410023,0.127146931547929,0.355149987610704,1.77417855463289,1.20071746761534
344,1,1,0.8,1.2,0.8,0,3.34,3.2667093488931,10.72,4.66313056880808e-07,3.46480360155004,0.559011343774663,0.12918895418857,0.367521755530846,1.77459982359613,1.19824542627047
345,1,1,0.8,1.2,0.8,0.1,3.34,3.27404322716022,10.74,4.454129450691e-07,3.45179768007748,0.549785042933352,0.133651995643415,0.38173821340361,1.77500688389824,1.19393684912728
346,1,1,0.8,1.2,1,-0.1,3.3,3.30062141809258,10.7,4.80790275464625e-07,3.52616455490571,0.584767110072001,0.126572445134685,0.355239752467254,1.77576563968471,1.22122557415647
347,1,1,0.8,1.2,1,0,3.32,3.30990288770296,10.74,4.55045819470369e-07,3.51729656245224,0.57269686068652,0.129210904362342,0.373194630584974,1.77626822964531,1.21923513876015
348,1,1,0.8,1.2,1,0.1,3.34,3.31937413519075,10.76,4.29558689433171e-07,3.50821933272557,0.560874860028241,0.135065273702619,0.394010193328585,1.77669065077074,1.21552456517705
349,1,1,0.8,1.2,1.2,-0.1,3.28,3.33870696632355,10.72,4.74736428357532e-07,3.56616227452082,0.601290670849658,0.125491841091304,0.352158701660982,1.7782611544525,1.23663720430237
350,1,1,0.8,1.2,1.2,0,3.3,3.3481068317946,10.76,4.44528555263541e-07,3.56371657120492,0.587261800176367,0.128702233252115,0.37621839257625,1.77917214021379,1.23498027747229
351,1,1,0.8,1.2,1.2,0.1,3.34,3.35987866079118,10.78,4.14705778959549e-07,3.56076295083955,0.573384237146923,0.135845244995959,0.40409791552405,1.77988855545159,1.23172866259097
352,1,1,1,0.8,0.8,-0.1,3.32,6.49132796769729,12.34,8.24794216285275e-07,3.09029624032745,0.799615774888402,0.10456507410896,0.260320696935426,1.82703919876271,1.25000959483117
353,1,1,1,0.8,0.8,0,3.34,6.47242647422179,12.36,8.74107848329938e-07,3.07602292334119,0.791622476703486,0.105858683141703,0.260800125055015,1.82718612600922,1.24760778650085
354,1,1,1,0.8,0.8,0.1,3.34,6.45370012211459,12.38,9.25976135290578e-07,3.06183356685089,0.783953687525561,0.107128649232991,0.261320451533314,1.82732606847831,1.24367460728029
355,1,1,1,0.8,1,-0.1,3.3,6.58235492477977,12.34,7.78545435113595e-07,3.13178368371682,0.812964897955461,0.107002090645546,0.260979703744682,1.8292313631651,1.26799651729293
356,1,1,1,0.8,1,0,3.32,6.55769703080284,12.36,8.37792171608961e-07,3.11801254637237,0.801916205976847,0.109176513162866,0.261646026435278,1.82940327522989,1.26604218639497
357,1,1,1,0.8,1,0.1,3.34,6.53341047515382,12.38,9.01017045712429e-07,3.10424671649607,0.791261787084933,0.111398922437193,0.263919454282449,1.82954732450889,1.26260517842335
358,1,1,1,0.8,1.2,-0.1,3.28,6.67560981222594,12.34,7.29830380279428e-07,3.16978565637201,0.827776045017186,0.109340770810008,0.261847811609173,1.83170827779369,1.2817803458304
359,1,1,1,0.8,1.2,0,3.3,6.64400814890467,12.36,7.97778284258506e-07,3.15899680175882,0.813812728841761,0.112765213458501,0.262741740865021,1.83193493438985,1.28014355199017
360,1,1,1,0.8,1.2,0.1,3.32,6.61355560978912,12.4,8.71422189547188e-07,3.14851039588888,0.800165678103737,0.116425731232555,0.272289779477952,1.83202293725834,1.27710113921736
361,1,1,1,1,0.8,-0.1,3.3,4.65768560203541,11.54,4.4984197401162e-08,3.26214886897039,0.672662028640455,0.105934387869624,0.253651305215849,1.79722341127314,1.22377627574013
362,1,1,1,1,0.8,0,3.3,4.65437670315856,11.56,4.46111883092293e-08,3.2476157627771,0.664802718850207,0.107568199090291,0.264640657722504,1.79752743131495,1.22175074059062
363,1,1,1,1,0.8,0.1,3.32,4.65089484249733,11.58,4.47241472990189e-08,3.23320042527758,0.657254213918939,0.109188636394304,0.277128880152697,1.79782478193949,1.21819801057195
364,1,1,1,1,1,-0.1,3.28,4.71513349163417,11.54,5.1603097082131e-08,3.30833300948824,0.686058620652264,0.108794041833666,0.254135793358342,1.79875196056659,1.24101497764475
365,1,1,1,1,1,0,3.28,4.710738347779,11.56,5.1374023992308e-08,3.29524784421572,0.675296874020005,0.111507960806853,0.269676879278562,1.79911440548457,1.23938061838506
366,1,1,1,1,1,0.1,3.32,4.70619267047064,11.58,5.19076431442679e-08,3.28237575004612,0.664872047659741,0.114297753236219,0.287850925076301,1.7994539826768,1.23631489538544
367,1,1,1,1,1.2,-0.1,3.24,4.7730672759185,11.54,5.78874230842155e-08,3.34935836938378,0.700740581018129,0.111504578659467,0.255047339606411,1.80061072209506,1.25733606063253
368,1,1,1,1,1.2,0,3.28,4.76720786904842,11.58,5.78591702169801e-08,3.34040388204758,0.687408716065565,0.115725667826783,0.273015138833234,1.80101123046318,1.25530490069205
369,1,1,1,1,1.2,0.1,3.3,4.76168641526342,11.6,5.89322941373379e-08,3.33163484772437,0.674387569890577,0.120222804758892,0.297313887486582,1.8012758810367,1.25153473506071
370,1,1,1,1.2,0.8,-0.1,3.3,3.50351057381985,10.82,3.92544151022313e-07,3.39024096037992,0.582215785507623,0.107775327733531,0.269107822909517,1.77810812635305,1.2006954784837
371,1,1,1,1.2,0.8,0,3.3,3.50678922501643,10.84,3.7749775945603e-07,3.37570124849908,0.574534896710773,0.109705566549255,0.280871997505987,1.77844339911101,1.19828209877203
372,1,1,1,1.2,0.8,0.1,3.34,3.50981663908113,10.86,3.6254637264836e-07,3.36128094464442,0.567206284003135,0.114237147388882,0.294321880049609,1.7787754535379,1.19405528697543
373,1,1,1,1.2,1,-0.1,3.28,3.54087119893417,10.84,3.93921421845195e-07,3.4390185152571,0.595451863637104,0.110242284763239,0.269434003960295,1.77917282661125,1.22120526981678
374,1,1,1,1.2,1,0,3.3,3.54512615170888,10.86,3.75432008273748e-07,3.42671502784373,0.585103319030022,0.113325225714239,0.28646587055239,1.77956532825736,1.21925548614217
375,1,1,1,1.2,1,0.1,3.32,3.54905965304971,10.88,3.57095447389459e-07,3.41429508444949,0.575105094633311,0.116519306784706,0.306030303923371,1.77995290554078,1.21560207839504
376,1,1,1,1.2,1.2,-0.1,3.28,3.57786682777175,10.84,3.95487821171656e-07,3.48175225683925,0.609763897538527,0.113313356928664,0.267420371030573,1.78052028730123,1.23661982873482
377,1,1,1,1.2,1.2,0,3.28,3.58357478284262,10.86,3.73674885395536e-07,3.47447359127044,0.597168505514063,0.118076694075951,0.290166604917681,1.78086245310119,1.2349927151186
378,1,1,1,1.2,1.2,0.1,3.3,3.58910532572741,10.88,3.52088106140596e-07,3.46671126881942,0.58491368455233,0.123165533785771,0.316231764598366,1.78112785473282,1.23178327041622
379,1,1,1.2,0.8,0.8,-0.1,3.32,6.84875189781055,12.42,8.06264707051235e-07,3.02442511868875,0.819978996395664,0.106752352139983,0.262318788410274,1.83342021352781,1.24999511233476
380,1,1,1.2,0.8,0.8,0,3.34,6.82577469025807,12.42,8.49961875507492e-07,3.01063989169078,0.813685011640693,0.107625904957255,0.262806855862779,1.83346822783467,1.24765801969571
381,1,1,1.2,0.8,0.8,0.1,3.36,6.80304128589204,12.44,8.95758753928366e-07,2.99705318068077,0.807647364807344,0.108472519243409,0.263334241463108,1.8335154031918,1.24381453834914
382,1,1,1.2,0.8,1,-0.1,3.32,6.93557826159226,12.4,7.39077687168603e-07,3.06119422895579,0.830905190982127,0.108940436723634,0.262941368398663,1.83546795541632,1.26797930202734
383,1,1,1.2,0.8,1,0,3.32,6.90597984306725,12.42,7.90712554811448e-07,3.04612048787813,0.822033767252827,0.11041009905181,0.263625241088989,1.83551637088581,1.26607048107248
384,1,1,1.2,0.8,1,0.1,3.34,6.87680422063376,12.44,8.45599902199322e-07,3.03129940836202,0.813593545323332,0.111884960163625,0.264376668476005,1.83556009642113,1.26269726274656
385,1,1,1.2,0.8,1.2,-0.1,3.28,7.02478907984373,12.4,6.71759615710877e-07,3.0972721224307,0.843166838823583,0.111254564430268,0.263638444236466,1.83761336429253,1.28176410397594
386,1,1,1.2,0.8,1.2,0,3.3,6.98821531351689,12.42,7.29968575380337e-07,3.08359731115337,0.831538388962119,0.1136937495833,0.264541121808436,1.83761838915238,1.2801610285383
387,1,1,1.2,0.8,1.2,0.1,3.34,6.95233717164968,12.44,7.92809912755877e-07,3.07028310057491,0.82034859426997,0.116286884859978,0.265542719988586,1.83760622047309,1.27716623030235
388,1,1,1.2,1,0.8,-0.1,3.3,4.92171065201083,11.62,7.12998746550994e-08,3.19608903860837,0.688825085319313,0.108206242316492,0.255753413543915,1.80177845080975,1.22375815961075
389,1,1,1.2,1,0.8,0,3.32,4.91418122951835,11.64,7.2835656371919e-08,3.18148473853001,0.682586326961968,0.109391378378867,0.2562558209228,1.80199639246484,1.22178105879771
390,1,1,1.2,1,0.8,0.1,3.32,4.90665786672069,11.66,7.47154659664137e-08,3.16714869333069,0.676685348890548,0.110555827392141,0.256799693778991,1.80221184062515,1.2182957884577
391,1,1,1.2,1,1,-0.1,3.28,4.97480703383556,11.62,7.51763553744726e-08,3.23889920078335,0.699630377364865,0.110757946846639,0.256306149838905,1.80314771882606,1.24099819499192
392,1,1,1.2,1,1,0,3.28,4.96522120654812,11.64,7.70444525763528e-08,3.22404825518738,0.690775278409265,0.112734507307409,0.257009422300776,1.80341714547678,1.23939746860591
393,1,1,1.2,1,1,0.1,3.32,4.95552959087496,11.66,7.94485893323056e-08,3.20956934871908,0.682361389703523,0.114738281607933,0.257785555400876,1.80368359244432,1.2363790128469
394,1,1,1.2,1,1.2,-0.1,3.24,5.02937724820997,11.62,7.88164890754662e-08,3.27942879360872,0.711937858592444,0.113394468916099,0.256949654794927,1.80458738076883,1.25731590147079
395,1,1,1.2,1,1.2,0,3.28,5.01768885622287,11.64,8.09736382673525e-08,3.26723529572783,0.700493182871519,0.116593961708599,0.257875703140498,1.80485718053615,1.2553266796424
396,1,1,1.2,1,1.2,0.1,3.3,5.00592817977895,11.66,8.38994527827136e-08,3.25532334150579,0.689482896959465,0.120000892709985,0.25891019645601,1.80511727503681,1.25161572139657
397,1,1,1.2,1.2,0.8,-0.1,3.3,3.69567050336719,10.92,3.31166108932125e-07,3.32565910920913,0.595296005599464,0.109181933900804,0.251067596474106,1.78132521080093,1.20067391597066
398,1,1,1.2,1.2,0.8,0,3.3,3.69550874129851,10.94,3.20045787703531e-07,3.31067684874698,0.589173744260276,0.110611158845219,0.25155631315106,1.78159336125187,1.19831836861393
399,1,1,1.2,1.2,0.8,0.1,3.34,3.6952311026004,10.94,3.08978301849306e-07,3.29605874281749,0.583393167369792,0.112022149513712,0.252088080840599,1.78185930769331,1.19417208423926
400,1,1,1.2,1.2,1,-0.1,3.28,3.72875524282982,10.92,3.37186584069222e-07,3.3723000086099,0.606023550254116,0.112053470094632,0.251545353667381,1.78224711868035,1.2211852422663
401,1,1,1.2,1.2,1,0,3.3,3.72861197128629,10.94,3.23453864954411e-07,3.35795026424009,0.597339302413951,0.114418130239262,0.252231465255481,1.7825851861977,1.21927565625465
402,1,1,1.2,1.2,1,0.1,3.3,3.72825374660982,10.96,3.09805527545576e-07,3.34377885977296,0.589075262908783,0.116839435416332,0.252993577340538,1.78292220799525,1.21567873050928
403,1,1,1.2,1.2,1.2,-0.1,3.26,3.76266438147375,10.92,3.43252118124491e-07,3.41549992820493,0.618255303645005,0.114989062826633,0.252114213887539,1.78318789730223,1.2366026384168
404,1,1,1.2,1.2,1.2,0,3.28,3.7627689776815,10.94,3.2696833493994e-07,3.40460731325935,0.607188013104842,0.11876852618739,0.253020310694282,1.78354906925325,1.23500506299112
405,1,1,1.2,1.2,1.2,0.1,3.28,3.76248649926767,10.96,3.10808604519907e-07,3.39387112081589,0.596556658009003,0.122797736857005,0.254046110998154,1.78392177156487,1.23183737179582
406,1,1.2,0.8,0.8,0.8,-0.1,3.32,7.06566652613275,12.68,1.77683862779361e-06,3.1091529451731,0.849206524060961,0.111968972133851,0.381691008680067,1.83242622055424,1.2586609008861
407,1,1.2,0.8,0.8,0.8,0,3.34,7.04553214757113,12.7,1.90597210259633e-06,3.09508790246042,0.838750830003453,0.113116290626623,0.389387724403924,1.83266610094168,1.25618230076715
408,1,1.2,0.8,0.8,0.8,0.1,3.38,7.02558456613934,12.72,2.04350023482811e-06,3.08100836198836,0.828515892423578,0.115422736235337,0.398119721312325,1.83287222611234,1.25236426929756
409,1,1.2,0.8,0.8,1,-0.1,3.3,7.17886564950985,12.68,1.67282894600295e-06,3.15258854128032,0.866288574197944,0.112033248957975,0.384150218576414,1.83504863797949,1.27437513821437
410,1,1.2,0.8,0.8,1,0,3.32,7.1502628558623,12.72,1.82965166671684e-06,3.13992604805768,0.852494961683581,0.113478944374389,0.395677420075982,1.8355000214452,1.27234945909864
411,1,1.2,0.8,0.8,1,0.1,3.36,7.12243205888989,12.76,1.9998289465453e-06,3.12719971925541,0.838854210247905,0.116523433531615,0.408901493140453,1.83581453601817,1.26899883578161
412,1,1.2,0.8,0.8,1.2,-0.1,3.28,7.30038746772346,12.7,1.55374741548633e-06,3.18940142911556,0.884506877564543,0.111589391059166,0.38381645084436,1.83802779111842,1.28666189290454
413,1,1.2,0.8,0.8,1.2,0,3.32,7.25798822668017,12.74,1.73526671233662e-06,3.17989189044217,0.867708029191335,0.113249659407522,0.399505251322611,1.83919002348564,1.28496231713131
414,1,1.2,0.8,0.8,1.2,0.1,3.34,7.21623572915806,12.78,1.93634592908222e-06,3.17069415121771,0.850948646183282,0.116986783259717,0.41776345698496,1.840082215914,1.28198665703145
415,1,1.2,0.8,1,0.8,-0.1,3.28,5.13441038032042,11.88,2.34075003455347e-07,3.28818826173953,0.718961418953962,0.126997015800564,0.412857988733613,1.80247414976797,1.23057827547539
416,1,1.2,0.8,1,0.8,0,3.32,5.13273446577769,11.92,2.57994153430407e-07,3.27410295991865,0.708826746021333,0.128459687846145,0.421266413692838,1.80288214716392,1.22848174834279
417,1,1.2,0.8,1,0.8,0.1,3.34,5.13097463601522,11.94,2.83693062291347e-07,3.25983823316523,0.69888515623366,0.131308642879744,0.43089025942207,1.80325331538097,1.225024360672
418,1,1.2,0.8,1,1,-0.1,3.26,5.21199025210518,11.9,2.49942506101524e-07,3.33478763855968,0.736098608388242,0.126686012799994,0.416002970376139,1.80468897292469,1.2482092298877
419,1,1.2,0.8,1,1,0,3.3,5.20718262394158,11.94,2.80833320618938e-07,3.32277562007821,0.722943883537582,0.128511634554819,0.428565015406441,1.80529247094857,1.24569787390422
420,1,1.2,0.8,1,1,0.1,3.32,5.20303040437302,11.96,3.14541403681545e-07,3.31065968465203,0.709920540648997,0.132265287822521,0.443123105371534,1.80573968839917,1.24155136048303
421,1,1.2,0.8,1,1.2,-0.1,3.26,5.2944467155468,11.92,2.64384652708868e-07,3.37300959176372,0.753883544981339,0.125809514495369,0.415885418911646,1.80763230436737,1.26340580251694
422,1,1.2,0.8,1,1.2,0,3.28,5.28010366258505,11.94,3.02485005453263e-07,3.36506248495718,0.738150254979425,0.127968566167311,0.432984005294566,1.80894254348032,1.26129619777577
423,1,1.2,0.8,1,1.2,0.1,3.34,5.26845219058518,11.98,3.44688806479655e-07,3.35729032417122,0.722477225659525,0.132594827914359,0.453014566970381,1.809944078056,1.25760797113909
424,1,1.2,0.8,1.2,0.8,-0.1,3.3,3.89793968131299,11.2,6.70723545252558e-08,3.42089792809698,0.625835921774358,0.139552572050189,0.436212891585483,1.78309966627458,1.20881465233214
425,1,1.2,0.8,1.2,0.8,0,3.32,3.90437062813684,11.22,5.47787314455023e-08,3.40688035052667,0.616077707609976,0.141270258124921,0.445190657301224,1.78350899078664,1.20631602243807
426,1,1.2,0.8,1.2,0.8,0.1,3.32,3.91068185197873,11.24,4.3019848663234e-08,3.39268178344947,0.606515936983754,0.144667010270689,0.455513446306898,1.7838951539247,1.20220159527191
427,1,1.2,0.8,1.2,1,-0.1,3.28,3.95053225774815,11.22,6.76921444452005e-08,3.46890074276861,0.642627736013708,0.138847220363455,0.439829776916763,1.78500478498839,1.2270771998285
428,1,1.2,0.8,1.2,1,0,3.3,3.95760107769767,11.24,5.32952523601421e-08,3.45733302568094,0.630177236706792,0.141046518620875,0.45314818553173,1.78548155309893,1.22505403979898
429,1,1.2,0.8,1.2,1,0.1,3.34,3.9653011871603,11.28,3.97536893525189e-08,3.44594905693782,0.617853351742109,0.145454952053247,0.468739432763207,1.78583856144966,1.22148337340885
430,1,1.2,0.8,1.2,1.2,-0.1,3.26,4.00113886919261,11.24,6.880359404947e-08,3.50745364880733,0.65969873301591,0.137554897017594,0.439817999759981,1.78804478030314,1.24105282017484
431,1,1.2,0.8,1.2,1.2,0,3.32,4.00453794931509,11.26,5.26649427555884e-08,3.50066260674061,0.64500307376017,0.140176796093549,0.457979093663798,1.78900786198384,1.23936397951338
432,1,1.2,0.8,1.2,1.2,0.1,3.34,4.01198692570627,11.3,3.77850611782669e-08,3.4937871102035,0.630378823222344,0.14559496569457,0.479317847705917,1.78969724555556,1.23621766591609
433,1,1.2,1,0.8,0.8,-0.1,3.34,7.70297825843957,12.8,1.31455812940179e-06,2.9976910221786,0.879210955808462,0.100309205974676,0.290552031514277,1.84355485928079,1.25865531953478
434,1,1.2,1,0.8,0.8,0,3.38,7.67599756447826,12.82,1.42624401789535e-06,2.98322453413027,0.871302564854009,0.101295611578203,0.297579472548396,1.8435883372859,1.25623854086451
435,1,1.2,1,0.8,0.8,0.1,3.38,7.64944636339072,12.84,1.54565187332229e-06,2.96866892020124,0.863689440006401,0.102250024564755,0.305504599212224,1.84361929659744,1.25250554500398
436,1,1.2,1,0.8,1,-0.1,3.34,7.80821891683915,12.8,1.11772080094181e-06,3.03684143848738,0.891909048777065,0.102721388062762,0.292471425032943,1.84590976289026,1.27436338711918
437,1,1.2,1,0.8,1,0,3.34,7.77323089777651,12.84,1.24919914763482e-06,3.02185927759387,0.880979129856816,0.104408374806239,0.302942422836411,1.84592887168783,1.27238143194876
438,1,1.2,1,0.8,1,0.1,3.38,7.73900685651343,12.86,1.39287618898229e-06,3.00671888640298,0.870398386192889,0.106110937299856,0.31491926082392,1.84592628155137,1.26909171662386
439,1,1.2,1,0.8,1.2,-0.1,3.32,7.91542869387687,12.8,9.09826345694202e-07,3.0730195118317,0.906181150795837,0.105141326464336,0.29244737983638,1.84853534165465,1.28664923155146
440,1,1.2,1,0.8,1.2,0,3.34,7.87108456321321,12.84,1.05685750141154e-06,3.0595600054408,0.892227394903709,0.107864114111049,0.306698062954284,1.84853220856625,1.28498220127714
441,1,1.2,1,0.8,1.2,0.1,3.36,7.82861954897334,12.88,1.22163085344735e-06,3.04630658038348,0.878534912653938,0.11074964271395,0.323162643770359,1.84840072891549,1.28205226226902
442,1,1.2,1,1,0.8,-0.1,3.3,5.62208185597008,12.02,3.88377493986854e-07,3.17872771097473,0.741886675212175,0.10788792479733,0.316874245777225,1.810680315288,1.23056608607179
443,1,1.2,1,1,0.8,0,3.32,5.61407124212621,12.04,4.14633508805799e-07,3.16373569261193,0.734015705571725,0.109115065331656,0.32465914208061,1.81092709348648,1.22851597393368
444,1,1.2,1,1,0.8,0.1,3.34,5.60601934130254,12.06,4.42304957923249e-07,3.14870582282213,0.726419220619799,0.111851791215183,0.333513314368449,1.81116635519611,1.22512283352919
445,1,1.2,1,1,1,-0.1,3.28,5.69350503016533,12.04,3.89363860326888e-07,3.22290291238766,0.754939864409464,0.108188122754934,0.319448816954859,1.81241379366439,1.24819471435364
446,1,1.2,1,1,1,0,3.32,5.68291757327793,12.06,4.2210752446704e-07,3.20823964735616,0.744118524207868,0.109773350596351,0.331021128554051,1.81269423928411,1.24573769603468
447,1,1.2,1,1,1,0.1,3.32,5.67240925249257,12.08,4.57071053566564e-07,3.19343124816596,0.733597335014625,0.113399506474605,0.344397213621174,1.81295004065946,1.24166685055288
448,1,1.2,1,1,1.2,-0.1,3.26,5.76556201824706,12.04,3.88792992108776e-07,3.26212619015412,0.769421050894056,0.107971584310176,0.319667498163819,1.81449770119366,1.26339009954922
449,1,1.2,1,1,1.2,0,3.3,5.75155524771243,12.06,4.27868149876938e-07,3.24991809878596,0.755865932872252,0.111074553262844,0.335398899371886,1.8147732458434,1.26132097773058
450,1,1.2,1,1,1.2,0.1,3.32,5.73853382986313,12.1,4.70146962695215e-07,3.23783647924335,0.742547108098631,0.114702773095333,0.353757230877032,1.81490158366925,1.25768960834322
451,1,1.2,1,1.2,0.8,-0.1,3.28,4.26551807694702,11.36,4.40627477724538e-08,3.31542974039067,0.643910402357598,0.119044756408404,0.337047591242471,1.78907554282191,1.20880017083254
452,1,1.2,1,1.2,0.8,0,3.32,4.26702417606547,11.38,3.79777423614247e-08,3.30018560927275,0.636163060602578,0.120557670053484,0.345430455039484,1.78939556907189,1.20635696835107
453,1,1.2,1,1.2,0.8,0.1,3.32,4.26831652362752,11.4,3.22924452086017e-08,3.28493669672333,0.628684973794816,0.123807277488021,0.355034371397802,1.78971106778445,1.20231924137448
454,1,1.2,1,1.2,1,-0.1,3.28,4.31494332294692,11.36,4.87424012433183e-08,3.36245628926697,0.657102670138215,0.119065583150204,0.340079496410182,1.79035427967645,1.22706141359387
455,1,1.2,1,1.2,1,0,3.3,4.31676591760093,11.38,4.16332381415297e-08,3.34821884159335,0.646566848156101,0.121024019162442,0.352522066978269,1.79071531856293,1.22507700637802
456,1,1.2,1,1.2,1,0.1,3.32,4.31837313707102,11.4,3.51566841853296e-08,3.33381452911653,0.636309728100834,0.125349831239508,0.366990072091927,1.79106860442842,1.2215605208049
457,1,1.2,1,1.2,1.2,-0.1,3.26,4.36375401900686,11.38,5.34384123069094e-08,3.40318226220169,0.671430598871115,0.118541062778508,0.340465854248235,1.79198479892608,1.24103836128008
458,1,1.2,1,1.2,1.2,0,3.28,4.36603707784476,11.4,4.54793938622925e-08,3.39203286519801,0.658467957053549,0.120911550321941,0.357337828049603,1.79226769378828,1.23937812720656
459,1,1.2,1,1.2,1.2,0.1,3.32,4.36856110669015,11.42,3.84418679838719e-08,3.38095113550907,0.645724176209939,0.126198158500161,0.37715160955639,1.79244547444457,1.23627208313602
460,1,1.2,1.2,0.8,0.8,-0.1,3.36,8.18638021806208,12.9,5.25116085324505e-07,2.92130281326019,0.905721794825659,0.102148725214722,0.264678434992381,1.85226950683676,1.25865007154558
461,1,1.2,1.2,0.8,0.8,0,3.4,8.15563652337638,12.92,6.23414833101339e-07,2.90766984163369,0.899554193951801,0.102778140831826,0.264927057468832,1.85220953633944,1.25629402485365
462,1,1.2,1.2,0.8,0.8,0.1,3.4,8.12535228382862,12.94,7.28956211186337e-07,2.89407096408616,0.893633245405271,0.103380115936809,0.265198952123622,1.85215123580061,1.25264446003046
463,1,1.2,1.2,0.8,1,-0.1,3.34,8.28801526939352,12.9,2.63530152165927e-07,2.95423505870655,0.915810183107998,0.104164434387307,0.265089397786388,1.85450061194927,1.27435190319282
464,1,1.2,1.2,0.8,1,0,3.38,8.24851542548768,12.92,3.76207856879971e-07,2.93856028085862,0.907235376122908,0.105221356025852,0.26543840153902,1.85441000998999,1.27241306457163
465,1,1.2,1.2,0.8,1,0.1,3.38,8.20977911786029,12.94,5.00282904364531e-07,2.92285954681676,0.899042664186536,0.106261030332361,0.265827145282789,1.85432050763107,1.26918335195263
466,1,1.2,1.2,0.8,1.2,-0.1,3.34,8.3917752917835,12.9,3.34327344924453e-09,2.98732846874461,0.927166269405506,0.106403197815028,0.265520406405751,1.85680653556705,1.28663676787285
467,1,1.2,1.2,0.8,1.2,0,3.36,8.34311222238539,12.92,1.18822014747663e-07,2.97163899285786,0.915864107662254,0.108214605642291,0.265987444787753,1.85664253161501,1.28500191046917
468,1,1.2,1.2,0.8,1.2,0.1,3.38,8.29573429630848,12.94,2.5749998905927e-07,2.95618699534229,0.904990243507971,0.110109861833279,0.266520578339607,1.85647721908973,1.28211713267263
