caseID,sideForceScale,rollMomentScale,yawMomentScale,aileronEffectivenessScale,inertiaScale,IxzNormalized,riseTime_s,overshoot_pct,settlingTime_s,finalBankError_deg,peakRollRate_degps,peakAutomaticAileron_deg,peakAutomaticRudder_deg,peakSideslip_deg,peakYawRate_degps,peakAileronRate_degps
41,0.8,0.8,1,1,1,0,3.28,3.64160404360457,10.88,3.76133883539189e-07,3.41720291713682,0.59488737314052,0.119232695258712,0.257986850832553,1.78677606624638,1.23407702850651
42,0.8,0.8,1,1,1,0.1,3.32,3.6416268780966,10.9,3.59938850552469e-07,3.40760261446412,0.584656191181388,0.123082658017479,0.259752049683443,1.78717506226059,1.23088845714349
43,0.8,0.8,1,1,1.2,-0.1,3.24,3.68019407405527,10.86,4.01467122438124e-07,3.4743614725769,0.621043641798788,0.118356075757521,0.257949381559067,1.78788534561535,1.25073370590627
44,0.8,0.8,1,1,1.2,0,3.28,3.68087624846447,10.88,3.82197552199138e-07,3.47185405373699,0.608203192352555,0.124027090727644,0.260302351024809,1.78835740430632,1.24875703407406
45,0.8,0.8,1,1,1.2,0.1,3.3,3.68147356664527,10.9,3.6303645636784e-07,3.46818883335096,0.595762049814436,0.130073365243287,0.263054391468044,1.78871571408895,1.24586333142081
46,0.8,0.8,1,1.2,0.8,-0.1,3.32,2.69652413613966,10.04,1.24431580190049e-06,3.49161769515314,0.510120538001229,0.11336091045209,0.251231699883795,1.76918340415693,1.1916893201119
47,0.8,0.8,1,1.2,0.8,0,3.32,2.70014503131777,10.04,1.22865692296781e-06,3.47875755189396,0.502505813311773,0.115890752551471,0.252244949608461,1.76950711646967,1.18932993007194
48,0.8,0.8,1,1.2,0.8,0.1,3.36,2.70357715861476,10.06,1.21295152365209e-06,3.46604638273648,0.495304221341877,0.11845205769503,0.253375749097721,1.76982941049645,1.18489886574131
49,0.8,0.8,1,1.2,1,-0.1,3.3,2.71933730917776,10.04,1.24744282625639e-06,3.54678647749084,0.523838594163611,0.116693949860352,0.252378063549642,1.76995007025199,1.21481788133175
50,0.8,0.8,1,1.2,1,0,3.32,2.72415913232567,10.06,1.22804805030181e-06,3.53841154510325,0.513741747722159,0.120844519271103,0.2539089345886,1.7703374313681,1.21291837632407
51,0.8,0.8,1,1.2,1,0.1,3.34,2.72865168503764,10.08,1.20858282029021e-06,3.52969160792299,0.504099608962179,0.125167769242581,0.255675845286161,1.77072466656895,1.20911906125794
52,0.8,0.8,1,1.2,1.2,-0.1,3.28,2.74212944875338,10.04,1.25077544007662e-06,3.59728726290802,0.538793776884436,0.119776532168323,0.253858720580005,1.770905046789,1.23186312168652
53,0.8,0.8,1,1.2,1.2,0,3.3,2.74879319994109,10.06,1.22771420974078e-06,3.596393062563,0.526936946988346,0.126083132525794,0.256158929710814,1.77124551113981,1.23027970982344
54,0.8,0.8,1,1.2,1.2,0.1,3.32,2.75497708462256,10.08,1.20455458099449e-06,3.59396056088804,0.515453423732089,0.132797985683318,0.258884167983926,1.77154345615212,1.22696112072098
55,0.8,0.8,1.2,0.8,0.8,-0.1,3.3,5.33078718655572,11.76,1.32539330436152e-07,3.15925354208476,0.720361946785616,0.113568228598756,0.262647947460637,1.81480139927691,1.24096056977311
56,0.8,0.8,1.2,0.8,0.8,0,3.3,5.31596789477882,11.78,1.37778550024068e-07,3.14568182820343,0.713815845287008,0.114879351100388,0.263630810282639,1.81496503607882,1.23940559344534
57,0.8,0.8,1.2,0.8,0.8,0.1,3.3,5.30121232416779,11.8,1.43392388064585e-07,3.13257433997375,0.707592572598788,0.116180372162632,0.264696855574573,1.81512404108511,1.23645729894935
58,0.8,0.8,1.2,0.8,1,-0.1,3.26,5.39483425515424,11.76,1.28886975453795e-07,3.20315611087051,0.732512017366229,0.116168432733204,0.263873287232746,1.81652247241817,1.26092404539596
59,0.8,0.8,1.2,0.8,1,0,3.28,5.37583659827007,11.76,1.34939806373667e-07,3.19023941128889,0.723248767169749,0.118393896838139,0.26528699103913,1.816720218504,1.25906453123784
60,0.8,0.8,1.2,0.8,1,0.1,3.3,5.35686447253223,11.78,1.41569162128151e-07,3.17779129000727,0.714456188834566,0.120686900566474,0.266846847552697,1.81691188537045,1.2555370909551
61,0.8,0.8,1.2,0.8,1.2,-0.1,3.24,5.46111830714735,11.74,1.25445947656416e-07,3.24617250357927,0.746229215483297,0.118844641923567,0.265389949296267,1.81836126387039,1.27645006062347
62,0.8,0.8,1.2,0.8,1.2,0,3.24,5.43779375642532,11.76,1.32097489370081e-07,3.23720949154631,0.734270449301668,0.122451271681564,0.267407829454874,1.81854881133396,1.2748921761975
63,0.8,0.8,1.2,0.8,1.2,0.1,3.28,5.41457999517847,11.78,1.39564262908312e-07,3.22832840525373,0.72284235627196,0.126326734638874,0.269708553854237,1.81870161936505,1.27178038079491
64,0.8,0.8,1.2,1,0.8,-0.1,3.3,3.75047089857569,10.92,3.48792265893593e-07,3.32045565443165,0.602784316561006,0.115021466364775,0.25713746953521,1.78759221586864,1.21620604132329
65,0.8,0.8,1.2,1,0.8,0,3.3,3.74709420715055,10.94,3.39101328876338e-07,3.30657414041964,0.596363027401742,0.11672072635834,0.258123785927653,1.7878509514453,1.21427671413028
66,0.8,0.8,1.2,1,0.8,0.1,3.3,3.74352085168203,10.94,3.29414893934234e-07,3.2933036843438,0.590367115663087,0.118417762807843,0.259205607942272,1.78810683943132,1.2106237121636
67,0.8,0.8,1.2,1,1,-0.1,3.26,3.78380061297185,10.92,3.61774626957676e-07,3.37057294142991,0.614662075525168,0.11793820331294,0.25828215083654,1.7886153639205,1.23564862619652
68,0.8,0.8,1.2,1,1,0,3.28,3.77958609200433,10.94,3.49757535614425e-07,3.35868208391507,0.605591780605271,0.12079267901824,0.259721240916374,1.78894124652624,1.23409144629631
69,0.8,0.8,1.2,1,1,0.1,3.3,3.7751590787657,10.94,3.37748546734226e-07,3.34689583935975,0.597052269184984,0.123748735754442,0.261337570557082,1.78926364911395,1.23095285889133
70,0.8,0.8,1.2,1,1.2,-0.1,3.24,3.81817131233781,10.9,3.74762145291175e-07,3.41862552639347,0.628215014126353,0.120881139015533,0.259752258247469,1.78969253674115,1.25070833329959
71,0.8,0.8,1.2,1,1.2,0,3.24,3.81338235582513,10.92,3.6045251967519e-07,3.4119417374348,0.616813553248801,0.12542992935224,0.261862964700502,1.79003172387215,1.24877569681743
72,0.8,0.8,1.2,1,1.2,0.1,3.28,3.80820237568766,10.94,3.46155918430624e-07,3.40482843900893,0.605946255797704,0.130282080706676,0.264329316137275,1.79035886878798,1.24590870695658
73,0.8,0.8,1.2,1.2,0.8,-0.1,3.32,2.79636637015408,10.12,1.17684782453952e-06,3.43981514223058,0.519188101213217,0.115929212190264,0.25322148579858,1.77073632554281,1.19165931974679
74,0.8,0.8,1.2,1.2,0.8,0,3.32,2.79727888642483,10.12,1.16535953539816e-06,3.42594900935487,0.512942511914537,0.117925167410514,0.254177834340771,1.77099440236056,1.18936132852978
75,0.8,0.8,1.2,1.2,0.8,0.1,3.32,2.79801266784598,10.14,1.15382402297117e-06,3.4125159519196,0.507137795149831,0.119927684621286,0.255239261320333,1.77125215124157,1.18501639141832
76,0.8,0.8,1.2,1.2,1,-0.1,3.28,2.81425093372328,10.12,1.18686808573016e-06,3.49368806415411,0.530797109513126,0.119100120445017,0.254275719867531,1.77135590098551,1.21479288271992
77,0.8,0.8,1.2,1.2,1,0,3.3,2.81553355961401,10.12,1.17262197579116e-06,3.4826875861788,0.522041117241166,0.122428536834431,0.255688650502754,1.77168527137555,1.21293563454474
78,0.8,0.8,1.2,1.2,1,0.1,3.32,2.81656297345131,10.14,1.15830335556653e-06,3.47164060666945,0.513839362508429,0.12588223074302,0.257303884135458,1.77201476172456,1.20919604544073
79,0.8,0.8,1.2,1.2,1.2,-0.1,3.26,2.83267589200153,10.1,1.19697201936308e-06,3.54512604342929,0.544068077487495,0.122267626546625,0.255678598789995,1.77196546387758,1.23184276961285
80,0.8,0.8,1.2,1.2,1.2,0,3.28,2.83449566309291,10.12,1.18001221405181e-06,3.5404057174922,0.53334813768337,0.127510786491592,0.2577821891185,1.77233209210208,1.23029018872324
81,0.8,0.8,1.2,1.2,1.2,0.1,3.3,2.83594036440253,10.14,1.16294969908822e-06,3.53425227026258,0.523135160533402,0.133087751365542,0.260286586834257,1.77271114471064,1.2270153938657
82,0.8,1,0.8,0.8,0.8,-0.1,3.3,6.01975238841645,12.24,7.70784938940808e-07,3.18748868701803,0.776033379867548,0.10341650358862,0.3158465948382,1.8225191145911,1.25002470046292
83,0.8,1,0.8,0.8,0.8,0,3.32,6.00757992531539,12.26,8.26349429600921e-07,3.17419610539095,0.76561580412649,0.105162216071661,0.326724546799502,1.82289536441299,1.24755656097489
84,0.8,1,0.8,0.8,0.8,0.1,3.36,5.99537824931599,12.3,8.85135963688039e-07,3.1608195126626,0.755443243189681,0.107632534325534,0.339036225149641,1.82323713938397,1.24353153543198
85,0.8,1,0.8,0.8,1,-0.1,3.28,6.12015470545991,12.26,7.54609849622218e-07,3.23201205775979,0.793197875616395,0.105992335469239,0.315646016886346,1.8250260153765,1.26801421152106
86,0.8,1,0.8,0.8,1,0,3.3,6.1018037592888,12.28,8.22881246227671e-07,3.22125268425888,0.779510160522123,0.109280663549631,0.331429671061569,1.82569144225084,1.26601339849397
87,0.8,1,0.8,0.8,1,0.1,3.34,6.08378780558711,12.3,8.96209468741999e-07,3.21055520844849,0.766028085369936,0.112700890318552,0.349550978804073,1.82622325180973,1.26251132913673
88,0.8,1,0.8,0.8,1.2,-0.1,3.26,6.22862702804516,12.26,7.33734204227397e-07,3.26980726662338,0.81132386393848,0.108454181541138,0.312823582735764,1.82785734591065,1.28179694808561
89,0.8,1,0.8,0.8,1.2,0,3.28,6.19824092021066,12.3,8.13813432351666e-07,3.2638230022222,0.794808172630003,0.113396005649999,0.334010528748645,1.82937259450522,1.2801257945096
90,0.8,1,0.8,0.8,1.2,0.1,3.32,6.16857176304803,12.32,9.011889801374e-07,3.25817134539895,0.778442925556723,0.118711657570759,0.358366689757103,1.83067690504729,1.2770349422894
91,0.8,1,0.8,1,0.8,-0.1,3.3,4.31977913756096,11.44,2.09518149086098e-08,3.35633969865126,0.654774855139024,0.116297221662104,0.340464728641005,1.79513125991882,1.2237948920789
92,0.8,1,0.8,1,0.8,0,3.3,4.32197948379402,11.46,1.67708008493186e-08,3.34329087990256,0.6447604491791,0.117951724147472,0.352285652921992,1.7956027860395,1.2217199378878
93,0.8,1,0.8,1,0.8,0.1,3.34,4.32403104293308,11.48,1.32850846683873e-08,3.33023568201361,0.635019094887153,0.121729844501454,0.36577385055826,1.7960417043346,1.21809843683603
94,0.8,1,0.8,1,1,-0.1,3.28,4.38401410145583,11.44,2.89591841454944e-08,3.4037484777605,0.671642282854373,0.116071489775631,0.34060069486101,1.79718935626975,1.2410321108102
95,0.8,1,0.8,1,1,0,3.3,4.38488481723562,11.48,2.4508309563145e-08,3.39417062426799,0.65875758869492,0.118212257969476,0.357784107297292,1.79788497800297,1.23936353295097
96,0.8,1,0.8,1,1,0.1,3.32,4.38637543891994,11.5,2.11587290739671e-08,3.38455374928274,0.646063654881256,0.123171717936931,0.377566147915683,1.79844595950812,1.23624977650163
97,0.8,1,0.8,1,1.2,-0.1,3.26,4.45036623675098,11.46,3.68163993958671e-08,3.44330225795413,0.689076774074259,0.11535319315501,0.337773672078421,1.79995074445016,1.25735666847565
98,0.8,1,0.8,1,1.2,0,3.3,4.44458661165563,11.48,3.23458896591917e-08,3.43943532204498,0.67381932393937,0.117926292497598,0.360795623402817,1.80139257790216,1.25528277122532
99,0.8,1,0.8,1,1.2,0.1,3.32,4.44186473907857,11.52,2.94798393565726e-08,3.4354637558306,0.658717261360799,0.124024900331584,0.387354747652237,1.80260681331809,1.25145237051189
100,0.8,1,0.8,1.2,0.8,-0.1,3.3,3.26157592555765,10.7,4.8473849836567e-07,3.48005138845189,0.568148912329978,0.126868726034857,0.358670627722818,1.77771214158394,1.2007176387202
101,0.8,1,0.8,1.2,0.8,0,3.34,3.26908999566479,10.72,4.63886560825445e-07,3.46721821603591,0.558619966803774,0.128941298836766,0.371188767148029,1.77814188288818,1.19824524865527
102,0.8,1,0.8,1.2,0.8,0.1,3.36,3.27646416305207,10.74,4.43189043985837e-07,3.45427887818968,0.549345262285839,0.133435471154486,0.385583607922907,1.7785547658579,1.19393634111639
103,0.8,1,0.8,1.2,1,-0.1,3.3,3.30306782898026,10.72,4.78302234085897e-07,3.5287856097022,0.584471595088377,0.126291568626118,0.359003439089884,1.77939237695706,1.22122571665089
104,0.8,1,0.8,1.2,1,0,3.32,3.3124305777426,10.74,4.52821861137121e-07,3.52004731989731,0.572350943693585,0.128962057252862,0.377197832229054,1.77990291989957,1.21923503419105
105,0.8,1,0.8,1.2,1,0.1,3.34,3.3220548951731,10.76,4.27593071653925e-07,3.5111215004429,0.560478649129595,0.134839361460371,0.398247978687126,1.78032438383934,1.21552422747883
106,0.8,1,0.8,1.2,1.2,-0.1,3.3,3.34056516866281,10.72,4.72416498377049e-07,3.56894039017481,0.601032268892204,0.1251924005581,0.356117003724022,1.78210320898334,1.23663732059568
107,0.8,1,0.8,1.2,1.2,0,3.32,3.3499544235736,10.76,4.42531895270604e-07,3.56672141629532,0.58694837951675,0.128445682615808,0.380484253596438,1.78308019990425,1.23498020993593
108,0.8,1,0.8,1.2,1.2,0.1,3.36,3.36205648750123,10.78,4.13023876199553e-07,3.56400531043798,0.573025111128394,0.13562726784511,0.408708060901855,1.78387234826965,1.23172842208825
109,0.8,1,1,0.8,0.8,-0.1,3.32,6.49034937646759,12.34,8.29596297257215e-07,3.09160412507771,0.799149088608308,0.105420623175576,0.260858276684782,1.8308157584348,1.25000976769619
110,0.8,1,1,0.8,0.8,0,3.34,6.47168313850061,12.36,8.78815824640241e-07,3.07733029546063,0.791119230257142,0.106759051453512,0.261339363956587,1.83097865145163,1.24760749131215
111,0.8,1,1,0.8,0.8,0.1,3.34,6.45317813771699,12.38,9.30581700920692e-07,3.06311615182854,0.783407802513857,0.10807684069593,0.261861912251493,1.83113371762588,1.24367387581351
112,0.8,1,1,0.8,1,-0.1,3.3,6.58197763067417,12.34,7.8253337837178e-07,3.13339547658522,0.812507863650735,0.107990539410169,0.261524034452985,1.833043604298,1.26799667494839
113,0.8,1,1,0.8,1,0,3.32,6.55759016388445,12.36,8.41613262968556e-07,3.11966006984203,0.801395278474171,0.110242866196343,0.262191640212148,1.83323458196504,1.26604200597515
114,0.8,1,1,0.8,1,0.1,3.34,6.53357030796011,12.38,9.04655682962445e-07,3.10596449779655,0.790676367082611,0.112554320743894,0.266534688539962,1.83339335096935,1.2626046842038
115,0.8,1,1,0.8,1.2,-0.1,3.28,6.67575067471566,12.34,7.32895833867524e-07,3.17165906967218,0.827340793283253,0.11046977048031,0.262421181254716,1.83559001187353,1.28178048066554
116,0.8,1,1,0.8,1.2,0,3.3,6.64437664930881,12.36,8.0057681615607e-07,3.16096135555157,0.813297767575572,0.114023349142812,0.26331788710982,1.83584520723295,1.28014343192789
117,0.8,1,1,0.8,1.2,0.1,3.32,6.61428676224153,12.4,8.73926973365758e-07,3.15060869326235,0.79957254509618,0.117832594514541,0.275163945351604,1.83594418392207,1.27710078326594
118,0.8,1,1,1,0.8,-0.1,3.3,4.65845003617795,11.54,4.54804243620093e-08,3.26361902238764,0.672290904594982,0.106910337176496,0.255942249807087,1.80088819185646,1.22377642908962
119,0.8,1,1,1,0.8,0,3.3,4.65526601013507,11.56,4.52004942028296e-08,3.24907003112807,0.664382050514315,0.108592294182116,0.267048035512702,1.80120413702148,1.22175060330534
120,0.8,1,1,1,0.8,0.1,3.32,4.65190422726182,11.58,4.54024991820361e-08,3.23465640782651,0.65678657321551,0.110262067000209,0.279670683366591,1.80151317624808,1.21819760403779
121,0.8,1,1,1,1,-0.1,3.28,4.71640562805357,11.54,5.2164398191761e-08,3.3100926701901,0.685704132267626,0.109925642847337,0.256205543347784,1.80244829396269,1.24101510269597
122,0.8,1,1,1,1,0,3.28,4.71216354653917,11.56,5.20479978418062e-08,3.29707280552211,0.674885847444886,0.112725390886178,0.272305184993827,1.80282160236505,1.2393805371341
123,0.8,1,1,1,1,0.1,3.32,4.70777780140696,11.58,5.26875580896509e-08,3.28425870044943,0.664406145872593,0.115612624846262,0.290679832095337,1.80317035734617,1.23631462372408
124,0.8,1,1,1,1.2,-0.1,3.24,4.77466338212453,11.54,5.85005020337824e-08,3.35133540689773,0.700418014334732,0.112797884437709,0.255628919988735,1.8043828343489,1.25733622839908
125,0.8,1,1,1,1.2,0,3.28,4.76897198762359,11.58,5.86012015755522e-08,3.34248515588058,0.687015048618384,0.11715774697205,0.275837474974616,1.80479507664189,1.25530475084043
126,0.8,1,1,1,1.2,0.1,3.3,4.76369926438529,11.6,5.97929951716301e-08,3.33387547510023,0.673932688934161,0.12182477456205,0.300408206472575,1.80505559504345,1.25153429131186
127,0.8,1,1,1.2,0.8,-0.1,3.3,3.50495126502324,10.84,3.91058490076441e-07,3.3917809676313,0.581912329016101,0.108052458017119,0.271524682677909,1.78167622675766,1.20069566162844
128,0.8,1,1,1.2,0.8,0,3.32,3.5082922587716,10.84,3.76144004064186e-07,3.37724650163431,0.574182331201894,0.109968648485984,0.28340999370038,1.78202005160264,1.19828193426681
129,0.8,1,1,1.2,0.8,0.1,3.34,3.5113803268362,10.86,3.61321405866955e-07,3.36284570362668,0.566817957322701,0.114050505842387,0.296998880160923,1.78236076183563,1.19405480044038
130,0.8,1,1,1.2,1,-0.1,3.28,3.54269271172531,10.84,3.92519328383302e-07,3.44081296474777,0.595172900453012,0.111479049200238,0.272030315904485,1.78276393055532,1.22120541934837
131,0.8,1,1,1.2,1,0,3.3,3.54704495719997,10.86,3.74198775230725e-07,3.42856963235576,0.58477267373298,0.114648930302303,0.289235601057256,1.7831618955138,1.21925538874275
132,0.8,1,1,1.2,1,0.1,3.32,3.55107583922869,10.88,3.56026171940266e-07,3.41625745804511,0.574724418407085,0.117950622074256,0.309021917314638,1.78355421886547,1.21560175310785
133,0.8,1,1,1.2,1.2,-0.1,3.28,3.57988675498505,10.84,3.94184407599309e-07,3.483719158529,0.609519203913888,0.114728129277779,0.270138871101158,1.78417494906126,1.23661994957064
134,0.8,1,1,1.2,1.2,0,3.28,3.58579624190319,10.86,3.72578301703847e-07,3.47658036172595,0.596877186893595,0.119638837701056,0.293139470390283,1.78450964755582,1.23499265192163
135,0.8,1,1,1.2,1.2,0.1,3.3,3.59155988183607,10.9,3.5119112610933e-07,3.46899125927042,0.584563793697148,0.124905458810223,0.319518249445465,1.78475444986606,1.23178303782032
136,0.8,1,1.2,0.8,0.8,-0.1,3.32,6.84772010080648,12.42,8.09201928625962e-07,3.02508739883825,0.819634110371489,0.10741344846992,0.262860814668248,1.83722703284777,1.24999530406626
137,0.8,1,1.2,0.8,0.8,0,3.34,6.82492438345663,12.42,8.52788140251601e-07,3.01123833083359,0.813316304889557,0.108324830446408,0.263350792492979,1.83728935517887,1.24765774607192
138,0.8,1,1.2,0.8,0.8,0.1,3.36,6.8023586887247,12.44,8.98471022821859e-07,2.99760159267589,0.807258422297532,0.109207021795947,0.263880302544508,1.83735129252893,1.24381384086108
139,0.8,1,1.2,0.8,1,-0.1,3.32,6.93504060134689,12.4,7.41216902802918e-07,3.06212180367796,0.830539267534598,0.109697107178549,0.263484636398138,1.83929708191099,1.26797947069378
140,0.8,1,1.2,0.8,1,0,3.32,6.90567157067542,12.42,7.92679766048589e-07,3.04699441671193,0.821629267102132,0.111225045826596,0.264170689318215,1.83936314128966,1.26607031261267
141,0.8,1,1.2,0.8,1,0.1,3.34,6.87670574296783,12.44,8.47388676367447e-07,3.03219664418996,0.813148280950447,0.112767579020161,0.264924764669339,1.83942538230408,1.26269678838307
142,0.8,1,1.2,0.8,1.2,-0.1,3.28,7.02474928393066,12.4,6.73041102539249e-07,3.09841614417599,0.842806685867454,0.112116508126815,0.264183806455383,1.8414700765887,1.28176424589177
143,0.8,1,1.2,0.8,1.2,0,3.3,6.98846864754456,12.42,7.30999070326299e-07,3.08477128913653,0.831110463204461,0.114656878559971,0.265085958841934,1.84149061684659,1.28016091578462
144,0.8,1,1.2,0.8,1.2,0.1,3.34,6.95286907513357,12.44,7.93577294725538e-07,3.07152689084873,0.819862587253351,0.117367617315265,0.266086526412152,1.84149162530015,1.27716588708762
145,0.8,1,1.2,1,0.8,-0.1,3.3,4.92203768009983,11.62,7.18459758939067e-08,3.1969671186187,0.688523065599764,0.108955583591085,0.256281999473866,1.80547747528951,1.22375832303744
146,0.8,1,1.2,1,0.8,0,3.32,4.91461176751594,11.64,7.34272920218234e-08,3.18232518317496,0.682254689514361,0.110183196019908,0.256786155238305,1.80570637607344,1.22178093228846
147,0.8,1,1.2,1,0.8,0.1,3.32,4.90715675446681,11.66,7.53501615558732e-08,3.16794887937644,0.676331510736898,0.111389392479127,0.257332243433616,1.80593231238559,1.21829539935487
148,0.8,1,1.2,1,1,-0.1,3.28,4.97558678989492,11.62,7.57411232887054e-08,3.24001026135128,0.699330533415141,0.111621493086194,0.256836373149292,1.80686392071355,1.24099832594537
149,0.8,1,1.2,1,1,0,3.28,4.96611547889191,11.64,7.76640786977315e-08,3.2251424418602,0.690425403650091,0.113666061086094,0.257541873225764,1.80714640136623,1.23939739326481
150,0.8,1,1.2,1,1,0.1,3.32,4.95653668256649,11.66,8.01190136827792e-08,3.21071756695506,0.681972242936851,0.115748808428249,0.258320363502723,1.80742574961988,1.23637875129275
151,0.8,1,1.2,1,1.2,-0.1,3.24,5.03056452986793,11.62,7.93899224109286e-08,3.28073968500326,0.711650347252339,0.1143853933441,0.257485448599686,1.80832468809802,1.25731607806554
152,0.8,1,1.2,1,1.2,0,3.28,5.01907041599527,11.64,8.16094518217825e-08,3.26861630952117,0.700147430506708,0.11770048253867,0.258411731420986,1.80860311433985,1.2553265389073
153,0.8,1,1.2,1,1.2,0.1,3.3,5.00751999526613,11.66,8.45914699189197e-08,3.25677002344969,0.689081676023213,0.121242010686154,0.259445456554673,1.80886923907803,1.25161529353137
154,0.8,1,1.2,1.2,0.8,-0.1,3.3,3.69658525239658,10.92,3.30293722539933e-07,3.32663755273969,0.595040850548419,0.110000737819184,0.25158335723394,1.78493140182094,1.20067411117792
155,0.8,1,1.2,1.2,0.8,0,3.3,3.69647783768454,10.94,3.19261148044169e-07,3.31163468068082,0.588885580047301,0.111471955299023,0.252074465532531,1.78520810363421,1.1983182170126
156,0.8,1,1.2,1.2,0.8,0.1,3.34,3.69623431879348,10.96,3.08278819951263e-07,3.29696566906382,0.583074935635012,0.112929101859663,0.252608097920619,1.78548272133168,1.19417161857324
157,0.8,1,1.2,1.2,1,-0.1,3.28,3.73003062997792,10.92,3.36365587489296e-07,3.37349999310896,0.605783258435334,0.113001129349796,0.252063073796449,1.78586504159913,1.22118539886585
158,0.8,1,1.2,1.2,1,0,3.3,3.72995695445394,10.94,3.2274541707272e-07,3.3591618221636,0.597048456056794,0.115439755558843,0.252751171283548,1.78621318270053,1.21927556593495
159,0.8,1,1.2,1.2,1,0.1,3.3,3.72964822374751,10.96,3.09205574745179e-07,3.3450207406174,0.588737029953849,0.117947935374058,0.253515787535701,1.78656096009035,1.21567841732782
160,0.8,1,1.2,1.2,1.2,-0.1,3.26,3.76429683058348,10.92,3.42493019909498e-07,3.41687390474319,0.618034816067874,0.116078032977412,0.252638962667245,1.7868173389219,1.23660276382117
161,0.8,1,1.2,1.2,1.2,0,3.28,3.76451719358978,10.94,3.26347361853653e-07,3.40605029923244,0.60691429014338,0.119979982310239,0.253545871889829,1.78718329078702,1.23500500408823
162,0.8,1,1.2,1.2,1.2,0.1,3.28,3.76432597326069,10.96,3.1031985822367e-07,3.39543847777696,0.596232423226148,0.124159893867614,0.255459119165197,1.78756133761391,1.23183714693272
163,0.8,1.2,0.8,0.8,0.8,-0.1,3.32,7.06161874703816,12.68,1.79976959056109e-06,3.11196770281635,0.848396183119415,0.111633943524947,0.385465849600799,1.83613405538595,1.25866099372428
164,0.8,1.2,0.8,0.8,0.8,0,3.34,7.04177051178447,12.7,1.92921175568869e-06,3.09794526564126,0.837879407149298,0.112813041513418,0.393277111098433,1.8363952532915,1.25618188314371
165,0.8,1.2,0.8,0.8,0.8,0.1,3.38,7.02214958378477,12.74,2.0670264113695e-06,3.08386241484459,0.827562808502621,0.115151145053135,0.40214025222465,1.83661969057109,1.25236335507213
166,0.8,1.2,0.8,0.8,1,-0.1,3.3,7.17562813685682,12.7,1.69340637304917e-06,3.15587313819833,0.865508342487543,0.11169143146169,0.388220352422795,1.83884858099265,1.27437525760713
167,0.8,1.2,0.8,0.8,1,0,3.32,7.14713561683575,12.72,1.85048083784665e-06,3.14328977228584,0.851627618303643,0.113157482244162,0.399919128236088,1.83934304303897,1.2723492048247
168,0.8,1.2,0.8,0.8,1,0.1,3.36,7.11944407618251,12.76,2.02086843026315e-06,3.13067330634918,0.837899035991703,0.116232029284352,0.413351798433393,1.8396823653099,1.26899821997698
169,0.8,1.2,0.8,0.8,1.2,-0.1,3.28,7.29834773741006,12.7,1.57139092555414e-06,3.19307155645105,0.883785038716589,0.111234123522345,0.388137740209973,1.84200499142762,1.28666200907182
170,0.8,1.2,0.8,0.8,1.2,0,3.32,7.25519844958615,12.74,1.75301520615336e-06,3.18370043223304,0.866877392979816,0.112928434666386,0.404068336805127,1.84328225098836,1.28496214881457
171,0.8,1.2,0.8,0.8,1.2,0.1,3.36,7.21282916522627,12.78,1.95412786961198e-06,3.17472979660782,0.850037473606988,0.116712030649225,0.422608178890792,1.84426923320023,1.28198621455285
172,0.8,1.2,0.8,1,0.8,-0.1,3.28,5.13411778866795,11.9,2.3914827601248e-07,3.2911797670316,0.718347950203115,0.126651760085821,0.416936042864293,1.80609328105053,1.23057839461811
173,0.8,1.2,0.8,1,0.8,0,3.32,5.13253758577091,11.92,2.63289174259931e-07,3.27710669326066,0.708132763065425,0.128150278858416,0.425461310993235,1.80651411206179,1.22848154783713
174,0.8,1.2,0.8,1,0.8,0.1,3.34,5.13090231254677,11.94,2.89201412465021e-07,3.26291705163759,0.698133315116425,0.13102425150363,0.43523492580715,1.8068953424511,1.22502385143813
175,0.8,1.2,0.8,1,1,-0.1,3.26,5.21214077994222,11.9,2.55208311946022e-07,3.33821013148925,0.735522726752982,0.126329966254063,0.420400133343869,1.80842364410706,1.24820937802751
176,0.8,1.2,0.8,1,1,0,3.3,5.20725805996437,11.94,2.86356258406659e-07,3.3262995463166,0.722305140548406,0.128179095711917,0.433151550995435,1.80904936202513,1.24569755670402
177,0.8,1.2,0.8,1,1,0.1,3.32,5.20314030204812,11.96,3.20306564562419e-07,3.31427714998471,0.709204374687357,0.131993706856299,0.447930006110857,1.80950505448141,1.24155059312182
178,0.8,1.2,0.8,1,1.2,-0.1,3.26,5.2950865993736,11.92,2.69755660170287e-07,3.37676371782478,0.753361836566031,0.125438799110737,0.4205479796281,1.81160635608058,1.26340594695949
179,0.8,1.2,0.8,1,1.2,0,3.3,5.27972618500205,11.96,3.08132778421954e-07,3.36898329571477,0.737536290410203,0.12763342715025,0.437895423767336,1.81300639176945,1.26129598772196
180,0.8,1.2,0.8,1,1.2,0.1,3.34,5.26757793477987,11.98,3.50588999399808e-07,3.36141715611154,0.721798972069773,0.132312026209849,0.458242245227716,1.81409426644619,1.25760741949244
181,0.8,1.2,0.8,1.2,0.8,-0.1,3.3,3.89932256031964,11.2,6.51475241792449e-08,3.42392160817339,0.625348600023011,0.139214120392276,0.440517094293028,1.78662677784285,1.20881479448094
