delayPlantCaseID,sensorDelay_s,delayDiskMargin,delayPhaseMargin_deg,delayGainMargin_dB,delayCriticalFrequency_radps
53,0.02,1.60724599787265,77.572318941685,19.2611028218675,9.90831944892768
53,0.04,1.51860767851762,74.4190842268176,17.277433747728,8.95364765549594
53,0.06,1.43580984996691,71.3495049474144,15.6920724139298,8.16582371358592
53,0.08,1.35789409676319,68.3488560894503,14.369206646757,7.51622894018205
54,0,1.56867206111993,76.2167362384942,18.3539810144278,1.23594743344451
54,0.01,1.57910330158601,76.5858300780369,18.5919742856036,1.22461619926505
54,0.02,1.58924764372237,76.9429809569801,18.8284672101402,1.21338885046498
54,0.04,1.51514114290033,74.2929958118513,17.2065486884613,8.6297854776697
54,0.06,1.43182178641162,71.1985764629363,15.6208029997917,7.87045789695099
54,0.08,1.35317157213862,68.1634464609572,14.2933335373258,7.31139083483417
55,0,1.72580323166717,81.581924402927,22.6631516630037,12.7057410520854
55,0.01,1.67722895323883,79.9673679447898,21.1325220054231,12.0226443461741
55,0.02,1.63051025918682,78.3776331329596,19.8473056796147,11.2719745617551
55,0.04,1.54204558338928,75.2660844883035,17.7686378824119,10.1859138805412
55,0.06,1.45928818406418,72.232277964946,16.120417666223,9.28966386779936
55,0.08,1.3812526312281,69.2599585636526,14.7512851061175,8.55066712884683
56,0,1.72033408833608,81.4020647640607,22.4788481577354,12.1338885046498
56,0.01,1.67170808665056,79.7814010748807,20.972159218058,11.4815362149688
56,0.02,1.62480840903184,78.1811052210584,19.7006392107993,10.8642562361707
56,0.04,1.53566390571034,75.036411719725,17.6327706191392,9.81747943019984
56,0.06,1.45185110279775,71.9537124677792,15.9830701849235,8.95364765549594
56,0.08,1.3725089127821,68.9200703292915,14.6069108907973,8.24138115013002
57,0,1.71592105950646,81.2565818313678,22.3325487957345,11.8032063565173
57,0.01,1.66713874634702,79.6271031879522,20.8412819458508,11.1686324778056
57,0.02,1.61999490625875,78.0147688768166,19.5783708263673,10.471285480509
57,0.04,1.53016094760328,74.8377942412239,17.5169078866839,9.54992586021436
57,0.06,1.4454351514245,71.7126020439524,15.8658348423026,8.70963589956081
57,0.08,1.36502651669693,68.6281095009107,14.4846580291558,8.01678063387679
58,0,1.76092793182786,82.7255106755062,23.9353234567001,1.22461619926505
58,0.01,1.72804938500869,81.6556511591983,22.7398322299191,11.3762728582343
58,0.02,1.68872173670982,80.3528770523338,21.4745420034083,10.7646521362983
58,0.04,1.61376889300856,77.7990399247282,19.422262526865,9.72747223776965
58,0.06,1.54300789664678,75.3006561319314,17.7892684918928,8.79022516830884
58,0.08,1.47569474848232,72.8433276120808,16.4291484003593,8.09095899178382
59,0,1.7519032610038,82.433583377005,23.5926115220771,1.24738351424294
59,0.01,1.72484457865684,81.5504330464247,22.6306016440441,10.8642562361707
59,0.02,1.68547261141035,80.244110993231,21.3766943785128,10.2801629812647
59,0.04,1.61009476316061,77.6714243985158,19.3311906760926,9.28966386779936
59,0.06,1.53855258053186,75.1404611571579,17.694068633432,8.47227414140596
59,0.08,1.47016575058767,72.637938462361,16.3242038140741,7.79830110523259
60,0,1.74246726870433,82.1269511389079,23.2465115379052,1.27057410520854
60,0.01,1.72183335345114,81.4514183815737,22.529037372761,10.5681750921366
